#Indent,Branch,PV,Description,Latch,Delay,Count,Filter,Guidance
0,LCLS,,,,,,,
1,BCS,,,,,,,
,,EBDQ:PZ12:1:PROP_INUSE_A,,false,0,,EBDQ:PZ12:1:PROP_INUSE_AFP,
,,EBDQ:PZ12:1:MX_SC_ENGY_A,,false,0,,EBDQ:PZ12:1:MX_SC_ENGY_AFP,
,,EBDQ:PZ12:1:QUAD_LMT_TO_HM_EP_A,,false,0,,EBDQ:PZ12:1:QUAD_LMT_TO_HM_EP_AFP,
,,EBDQ:PZ12:1:RDBK_BYD_A,,false,0,,EBDQ:PZ12:1:RDBK_BYD_AFP,
,,EBDQ:PZ12:1:RDBK_QDMP_A,,false,0,,EBDQ:PZ12:1:RDBK_QDMP_AFP,
5,BCS:DMPH:EBDQ2:BC01,,,,,,,"BCS PLC (EBDQ2) BC01 ,Group Name: BCS:DMPH:EBDQ2:BC01 ,Summary PV: BCS:DMPH:EBDQ2:BC01:STATSUMY ,"
,,EBDQ:PZ12:2:CH_BYPASS_XR_A,,false,0,,EBDQ:PZ12:2:CH_BYPASS_XR_AFP,
,,EBDQ:PZ12:2:CH_QUAD_XR_A,,false,0,,EBDQ:PZ12:2:CH_QUAD_XR_AFP,
,,EBDQ:PZ12:2:CH_QUAD_XR_OK_LTCH_A,,false,0,,EBDQ:PZ12:2:CH_QUAD_XR_OK_LTCH_AFP,
,,EBDQ:PZ12:2:SCIBYD_RDBK_OK_A,,false,0,,EBDQ:PZ12:2:SCIBYD_RDBK_OK_AFP,
,,EBDQ:PZ12:2:SCIQDMP_RDBK_OK_A,,false,0,,EBDQ:PZ12:2:SCIQDMP_RDBK_OK_AFP,
,,EBDQ:PZ12:2:OFST_INUSE_A,,false,0,,EBDQ:PZ12:2:OFST_INUSE_AFP,
,,EBDQ:PZ12:2:PROP_INUSE_A,,false,0,,EBDQ:PZ12:2:PROP_INUSE_AFP,
,,EBDQ:PZ12:2:MX_SC_ENGY_A,,false,0,,EBDQ:PZ12:2:MX_SC_ENGY_AFP,
,,EBDQ:PZ12:2:QUAD_LMT_TO_HM_EP_A,,false,0,,EBDQ:PZ12:2:QUAD_LMT_TO_HM_EP_AFP,
,,EBDQ:PZ12:2:RDBK_BYD_A,,false,0,,EBDQ:PZ12:2:RDBK_BYD_AFP,
5,BCS:DMPH:EBDQ3:BC01,,,,,,,"BCS PLC (EBDQ3) BC01 ,Group Name: BCS:DMPH:EBDQ3:BC01 ,Summary PV: BCS:DMPH:EBDQ3:BC01:STATSUMY ,"
,,EBDQ:PZ12:3:CH_BYPASS_XR_A,,false,0,,EBDQ:PZ12:3:CH_BYPASS_XR_AFP,
,,EBDQ:PZ12:3:CH_QUAD_XR_A,,false,0,,EBDQ:PZ12:3:CH_QUAD_XR_AFP,
,,EBDQ:PZ12:3:CH_QUAD_XR_OK_LTCH_A,,false,0,,EBDQ:PZ12:3:CH_QUAD_XR_OK_LTCH_AFP,
,,EBDQ:PZ12:3:SCIBYD_RDBK_OK_A,,false,0,,EBDQ:PZ12:3:SCIBYD_RDBK_OK_AFP,
,,EBDQ:PZ12:3:SCIQDMP_RDBK_OK_A,,false,0,,EBDQ:PZ12:3:SCIQDMP_RDBK_OK_AFP,
,,EBDQ:PZ12:3:OFST_INUSE_A,,false,0,,EBDQ:PZ12:3:OFST_INUSE_AFP,
,,EBDQ:PZ12:3:PROP_INUSE_A,,false,0,,EBDQ:PZ12:3:PROP_INUSE_AFP,
,,EBDQ:PZ12:3:MX_SC_ENGY_A,,false,0,,EBDQ:PZ12:3:MX_SC_ENGY_AFP,
,,EBDQ:PZ12:3:QUAD_LMT_TO_HM_EP_A,,false,0,,EBDQ:PZ12:3:QUAD_LMT_TO_HM_EP_AFP,
,,EBDQ:PZ12:3:RDBK_BYD_A,,false,0,,EBDQ:PZ12:3:RDBK_BYD_AFP,
,,EBDQ:PZ12:3:RDBK_QDMP_A,,false,0,,EBDQ:PZ12:3:RDBK_QDMP_AFP,
5,BCS:DMPH:EBDQ4:BC01,,,,,,,"BCS PLC (EBDQ4) BC01 ,Group Name: BCS:DMPH:EBDQ4:BC01 ,Summary PV: BCS:DMPH:EBDQ4:BC01:STATSUMY ,"
,,EBDQ:PZ12:4:CH_BYPASS_XR_A,,false,0,,EBDQ:PZ12:4:CH_BYPASS_XR_AFP,
,,EBDQ:PZ12:4:CH_QUAD_XR_A,,false,0,,EBDQ:PZ12:4:CH_QUAD_XR_AFP,
,,EBDQ:PZ12:4:CH_QUAD_XR_OK_LTCH_A,,false,0,,EBDQ:PZ12:4:CH_QUAD_XR_OK_LTCH_AFP,
,,EBDQ:PZ12:4:SCIBYD_RDBK_OK_A,,false,0,,EBDQ:PZ12:4:SCIBYD_RDBK_OK_AFP,
,,EBDQ:PZ12:4:SCIQDMP_RDBK_OK_A,,false,0,,EBDQ:PZ12:4:SCIQDMP_RDBK_OK_AFP,
,,EBDQ:PZ12:4:OFST_INUSE_A,,false,0,,EBDQ:PZ12:4:OFST_INUSE_AFP,
,,EBDQ:PZ12:4:PROP_INUSE_A,,false,0,,EBDQ:PZ12:4:PROP_INUSE_AFP,
,,EBDQ:PZ12:4:MX_SC_ENGY_A,,false,0,,EBDQ:PZ12:4:MX_SC_ENGY_AFP,
,,EBDQ:PZ12:4:QUAD_LMT_TO_HM_EP_A,,false,0,,EBDQ:PZ12:4:QUAD_LMT_TO_HM_EP_AFP,
,,EBDQ:PZ12:4:RDBK_BYD_A,,false,0,,EBDQ:PZ12:4:RDBK_BYD_AFP,
,,EBDQ:PZ12:4:RDBK_QDMP_A,,false,0,,EBDQ:PZ12:4:RDBK_QDMP_AFP,
5,BCS:DMPH:EBDQ1:BC02,,,,,,,"BCS PLC (EBDQ1) BC01 ,Group Name: BCS:DMPH:EBDQ1:BC02 ,Summary PV: BCS:DMPH:EBDQ1:BC02:STATSUMY ,"
,,EBDQ:PZ12:1:CH_BYPASS_XR_B,,false,0,,EBDQ:PZ12:1:CH_BYPASS_XR_BFP,
,,EBDQ:PZ12:1:CH_QUAD_XR_B,,false,0,,EBDQ:PZ12:1:CH_QUAD_XR_BFP,
,,EBDQ:PZ12:1:CH_QUAD_XR_OK_LTCH_B,,false,0,,EBDQ:PZ12:1:CH_QUAD_XR_OK_LTCH_BFP,
,,EBDQ:PZ12:1:SCIBYD_RDBK_OK_B,,false,0,,EBDQ:PZ12:1:SCIBYD_RDBK_OK_BFP,
,,EBDQ:PZ12:1:SCIQDMP_RDBK_OK_B,,false,0,,EBDQ:PZ12:1:SCIQDMP_RDBK_OK_BFP,
,,EBDQ:PZ12:1:OFST_INUSE_B,,false,0,,EBDQ:PZ12:1:OFST_INUSE_BFP,
,,EBDQ:PZ12:1:PROP_INUSE_B,,false,0,,EBDQ:PZ12:1:PROP_INUSE_BFP,
,,EBDQ:PZ12:1:MX_SC_ENGY_B,,false,0,,EBDQ:PZ12:1:MX_SC_ENGY_BFP,
,,EBDQ:PZ12:1:QUAD_LMT_TO_HM_EP_B,,false,0,,EBDQ:PZ12:1:QUAD_LMT_TO_HM_EP_BFP,
,,EBDQ:PZ12:1:RDBK_BYD_B,,false,0,,EBDQ:PZ12:1:RDBK_BYD_BFP,
,,EBDQ:PZ12:1:RDBK_QDMP_B,,false,0,,EBDQ:PZ12:1:RDBK_QDMP_BFP,
5,BCS:DMPH:EBDQ2:BC02,,,,,,,"BCS PLC (EBDQ2) BC01 ,Group Name: BCS:DMPH:EBDQ2:BC02 ,Summary PV: BCS:DMPH:EBDQ2:BC02:STATSUMY ,"
,,EBDQ:PZ12:2:CH_BYPASS_XR_B,,false,0,,EBDQ:PZ12:2:CH_BYPASS_XR_BFP,
,,EBDQ:PZ12:2:CH_QUAD_XR_B,,false,0,,EBDQ:PZ12:2:CH_QUAD_XR_BFP,
,,EBDQ:PZ12:2:CH_QUAD_XR_OK_LTCH_B,,false,0,,EBDQ:PZ12:2:CH_QUAD_XR_OK_LTCH_BFP,
,,EBDQ:PZ12:2:SCIBYD_RDBK_OK_B,,false,0,,EBDQ:PZ12:2:SCIBYD_RDBK_OK_BFP,
,,EBDQ:PZ12:2:SCIQDMP_RDBK_OK_B,,false,0,,EBDQ:PZ12:2:SCIQDMP_RDBK_OK_BFP,
,,EBDQ:PZ12:2:OFST_INUSE_B,,false,0,,EBDQ:PZ12:2:OFST_INUSE_BFP,
,,EBDQ:PZ12:2:PROP_INUSE_B,,false,0,,EBDQ:PZ12:2:PROP_INUSE_BFP,
,,EBDQ:PZ12:2:MX_SC_ENGY_B,,false,0,,EBDQ:PZ12:2:MX_SC_ENGY_BFP,
,,EBDQ:PZ12:2:QUAD_LMT_TO_HM_EP_B,,false,0,,EBDQ:PZ12:2:QUAD_LMT_TO_HM_EP_BFP,
,,EBDQ:PZ12:2:RDBK_BYD_B,,false,0,,EBDQ:PZ12:2:RDBK_BYD_BFP,
,,EBDQ:PZ12:2:RDBK_QDMP_B,,false,0,,EBDQ:PZ12:2:RDBK_QDMP_BFP,
5,BCS:DMPH:EBDQ3:BC02,,,,,,,"BCS PLC (EBDQ3) BC01 ,Group Name: BCS:DMPH:EBDQ3:BC02 ,Summary PV: BCS:DMPH:EBDQ3:BC02:STATSUMY ,"
,,EBDQ:PZ12:3:CH_BYPASS_XR_B,,false,0,,EBDQ:PZ12:3:CH_BYPASS_XR_BFP,
,,EBDQ:PZ12:3:CH_QUAD_XR_B,,false,0,,EBDQ:PZ12:3:CH_QUAD_XR_BFP,
,,EBDQ:PZ12:3:CH_QUAD_XR_OK_LTCH_B,,false,0,,EBDQ:PZ12:3:CH_QUAD_XR_OK_LTCH_BFP,
,,EBDQ:PZ12:3:SCIBYD_RDBK_OK_B,,false,0,,EBDQ:PZ12:3:SCIBYD_RDBK_OK_BFP,
,,EBDQ:PZ12:3:SCIQDMP_RDBK_OK_B,,false,0,,EBDQ:PZ12:3:SCIQDMP_RDBK_OK_BFP,
,,EBDQ:PZ12:3:OFST_INUSE_B,,false,0,,EBDQ:PZ12:3:OFST_INUSE_BFP,
,,EBDQ:PZ12:3:PROP_INUSE_B,,false,0,,EBDQ:PZ12:3:PROP_INUSE_BFP,
,,EBDQ:PZ12:3:MX_SC_ENGY_B,,false,0,,EBDQ:PZ12:3:MX_SC_ENGY_BFP,
,,EBDQ:PZ12:3:QUAD_LMT_TO_HM_EP_B,,false,0,,EBDQ:PZ12:3:QUAD_LMT_TO_HM_EP_BFP,
,,EBDQ:PZ12:3:RDBK_BYD_B,,false,0,,EBDQ:PZ12:3:RDBK_BYD_BFP,
,,EBDQ:PZ12:3:RDBK_QDMP_B,,false,0,,EBDQ:PZ12:3:RDBK_QDMP_BFP,
5,BCS:DMPH:EBDQ4:BC02,,,,,,,"BCS PLC (EBDQ4) BC01 ,Group Name: BCS:DMPH:EBDQ4:BC02 ,Summary PV: BCS:DMPH:EBDQ4:BC02:STATSUMY ,"
,,EBDQ:PZ12:4:CH_BYPASS_XR_B,,false,0,,EBDQ:PZ12:4:CH_BYPASS_XR_BFP,
,,EBDQ:PZ12:4:CH_QUAD_XR_B,,false,0,,EBDQ:PZ12:4:CH_QUAD_XR_BFP,
,,EBDQ:PZ12:4:CH_QUAD_XR_OK_LTCH_B,,false,0,,EBDQ:PZ12:4:CH_QUAD_XR_OK_LTCH_BFP,
,,EBDQ:PZ12:4:SCIBYD_RDBK_OK_B,,false,0,,EBDQ:PZ12:4:SCIBYD_RDBK_OK_BFP,
,,EBDQ:PZ12:4:SCIQDMP_RDBK_OK_B,,false,0,,EBDQ:PZ12:4:SCIQDMP_RDBK_OK_BFP,
,,EBDQ:PZ12:4:OFST_INUSE_B,,false,0,,EBDQ:PZ12:4:OFST_INUSE_BFP,
,,EBDQ:PZ12:4:PROP_INUSE_B,,false,0,,EBDQ:PZ12:4:PROP_INUSE_BFP,
,,EBDQ:PZ12:4:MX_SC_ENGY_B,,false,0,,EBDQ:PZ12:4:MX_SC_ENGY_BFP,
,,EBDQ:PZ12:4:QUAD_LMT_TO_HM_EP_B,,false,0,,EBDQ:PZ12:4:QUAD_LMT_TO_HM_EP_BFP,
,,EBDQ:PZ12:4:RDBK_BYD_B,,false,0,,EBDQ:PZ12:4:RDBK_BYD_BFP,
,,EBDQ:PZ12:4:RDBK_QDMP_B,,false,0,,EBDQ:PZ12:4:RDBK_QDMP_BFP,
3,BCS:FEEH:1,,,,,,,"feeh BCS ,Group Name: BCS:FEEH:1 ,Summary PV:  BCS:FEEH:1:STATSUMY ,"
4,BCS:FEEH:BC01,,,,,,,"FEEH beam containment system ,Group Name: BCS:FEEH:BC01 ,Summary PV:  BCS:FEEH:BC01:STATSUMY ,"
4,RADM:FEEH:BC01,,,,,,,"FEEH RADM ,Group Name: RADM:FEEH:BC01 ,Summary PV: RADM:FEEH:BC01:STATSUMY ,"
5,RADM:FEEH:100,,,,,,,
,,RADM:FEEH:100:NeutronDoseRate,,false,0,,RADM:FEEH:100:NeutronDoseRateFP,
,,RADM:FEEH:100:Alarm1,,false,0,,RADM:FEEH:100:Alarm1FP,
,,RADM:FEEH:100:Alarm1Latch,,false,0,,RADM:FEEH:100:Alarm1LatchFP,
,,RADM:FEEH:100:Alarm2,,false,0,,RADM:FEEH:100:Alarm2FP,
,,RADM:FEEH:100:Alarm2Latch,,false,0,,RADM:FEEH:100:Alarm2LatchFP,
,,RADM:FEEH:100:DetectorStatus,,false,0,,RADM:FEEH:100:DetectorStatusFP,
,,RADM:FEEH:100:DetectorStatusLatch,,false,0,,RADM:FEEH:100:DetectorStatusLatchFP,
,,RADM:FEEH:100:ReadStatus,,false,0,,RADM:FEEH:100:ReadStatusFP,
4,BCS:FEEH:WFS,,,,,,,"FEEH BCS WFS ,Group Name: BCS:FEEH:WFS ,Summary PV:  BCS:FEEH:WFS:STATSUMY ,"
5,WFS:FEEH:2:A,,,,,,,"WFS:FEEH:2:A ,Group Name: WFS:FEEH:2:A ,Summary PV: WFS:FEEH:2:A:STATSUMY ,"
,,WFS:PZ13:2:CH_FS_FLT_A,,false,0,,WFS:PZ13:2:CH_FS_FLT_AFP,
,,WFS:PZ13:2:CH_OK_A,,false,0,,WFS:PZ13:2:CH_OK_AFP,
,,WFS:PZ13:2:CH_BYPASS_A,,false,0,,WFS:PZ13:2:CH_BYPASS_AFP,
,,WFS:PZ13:2:CH_OK_LTCH_A,,false,0,,WFS:PZ13:2:CH_OK_LTCH_AFP,
5,WFS:FEEH:2:B,,,,,,,"WFS:FEEH:2:B ,Group Name: WFS:FEEH:2:B ,Summary PV: WFS:FEEH:2:B:STATSUMY ,"
,,WFS:PZ13:2:CH_FS_FLT_B,,false,0,,WFS:PZ13:2:CH_FS_FLT_BFP,
,,WFS:PZ13:2:CH_OK_B,,false,0,,WFS:PZ13:2:CH_OK_BFP,
,,WFS:PZ13:2:CH_BYPASS_B,,false,0,,WFS:PZ13:2:CH_BYPASS_BFP,
,,WFS:PZ13:2:CH_OK_LTCH_B,,false,0,,WFS:PZ13:2:CH_OK_LTCH_BFP,
5,WFS:FEEH:7:A,,,,,,,"WFS:FEEH:7:A ,Group Name: WFS:FEEH:7:A ,Summary PV: WFS:FEEH:7:A:STATSUMY ,"
,,WFS:PZ13:7:CH_FS_FLT_AFP,,false,0,,WFS:PZ13:7:CH_FS_FLT_AFPFP,
,,WFS:PZ13:7:CH_OK_A,,false,0,,WFS:PZ13:7:CH_OK_AFP,
,,WFS:PZ13:7:CH_BYPASS_A,,false,0,,WFS:PZ13:7:CH_BYPASS_AFP,
,,WFS:PZ13:7:CH_OK_LTCH_A,,false,0,,WFS:PZ13:7:CH_OK_LTCH_AFP,
5,WFS:FEEH:7:B,,,,,,,"WFS:FEEH:7:B ,Group Name: WFS:FEEH:7:B ,Summary PV: WFS:FEEH:7:B:STATSUMY ,"
,,WFS:PZ13:7:CH_FS_FLT_B,,false,0,,WFS:PZ13:7:CH_FS_FLT_BFP,
,,WFS:PZ13:7:CH_OK_B,,false,0,,WFS:PZ13:7:CH_OK_BFP,
,,WFS:PZ13:7:CH_BYPASS_B,,false,0,,WFS:PZ13:7:CH_BYPASS_BFP,
,,WFS:PZ13:7:CH_OK_LTCH_B,,false,0,,WFS:PZ13:7:CH_OK_LTCH_BFP,
5,WFS:FEEH:8:A,,,,,,,"WFS:FEEH:8:A ,Group Name: WFS:FEEH:8:A ,Summary PV: WFS:FEEH:8:A:STATSUMY ,"
,,WFS:PZ13:8:CH_FS_FLT_A,,false,0,,WFS:PZ13:8:CH_FS_FLT_AFP,
,,WFS:PZ13:8:CH_OK_A,,false,0,,WFS:PZ13:8:CH_OK_AFP,
,,WFS:PZ13:8:CH_BYPASS_A,,false,0,,WFS:PZ13:8:CH_BYPASS_AFP,
,,WFS:PZ13:8:CH_OK_LTCH_A,,false,0,,WFS:PZ13:8:CH_OK_LTCH_AFP,
5,WFS:FEEH:12:B,,,,,,,"WFS:FEEH:12:B ,Group Name: WFS:FEEH:12:B ,Summary PV: WFS:FEEH:12:B:STATSUMY ,"
,,WFS:PZ13:12:CH_FS_FLT_B,,false,0,,WFS:PZ13:12:CH_FS_FLT_BFP,
,,WFS:PZ13:12:CH_OK_B,,false,0,,WFS:PZ13:12:CH_OK_BFP,
,,WFS:PZ13:12:CH_BYPASS_B,,false,0,,WFS:PZ13:12:CH_BYPASS_BFP,
,,WFS:PZ13:12:CH_OK_LTCH_B,,false,0,,WFS:PZ13:12:CH_OK_LTCH_BFP,
5,WFS:FEEH:13:A,,,,,,,"WFS:FEEH:13:A ,Group Name: WFS:FEEH:13:A ,Summary PV: WFS:FEEH:13:A:STATSUMY ,"
,,WFS:PZ13:13:CH_FS_FLT_A,,false,0,,WFS:PZ13:13:CH_FS_FLT_AFP,
,,WFS:PZ13:13:CH_OK_A,,false,0,,WFS:PZ13:13:CH_OK_AFP,
,,WFS:PZ13:13:CH_BYPASS_A,,false,0,,WFS:PZ13:13:CH_BYPASS_AFP,
,,WFS:PZ13:13:CH_OK_LTCH_A,,false,0,,WFS:PZ13:13:CH_OK_LTCH_AFP,
5,WFS:FEEH:13:B,,,,,,,"WFS:FEEH:13:B ,Group Name: WFS:FEEH:13:B ,Summary PV: WFS:FEEH:13:B:STATSUMY ,"
,,WFS:PZ13:13:CH_FS_FLT_B,,false,0,,WFS:PZ13:13:CH_FS_FLT_BFP,
,,WFS:PZ13:13:CH_OK_B,,false,0,,WFS:PZ13:13:CH_OK_BFP,
,,WFS:PZ13:13:CH_BYPASS_B,,false,0,,WFS:PZ13:13:CH_BYPASS_BFP,
,,WFS:PZ13:13:CH_OK_LTCH_B,,false,0,,WFS:PZ13:13:CH_OK_LTCH_BFP,
5,WFS:FEEH:28:A,,,,,,,"WFS:FEEH:28:A ,Group Name: WFS:FEEH:28:A ,Summary PV: WFS:FEEH:28:A:STATSUMY ,"
,,WFS:PZ13:28:CH_FS_FLT_A,,false,0,,WFS:PZ13:28:CH_FS_FLT_AFP,
,,WFS:PZ13:28:CH_OK_A,,false,0,,WFS:PZ13:28:CH_OK_AFP,
,,WFS:PZ13:28:CH_BYPASS_A,,false,0,,WFS:PZ13:28:CH_BYPASS_AFP,
,,WFS:PZ13:28:CH_OK_LTCH_A,,false,0,,WFS:PZ13:28:CH_OK_LTCH_AFP,
5,WFS:FEEH:29:A,,,,,,,"WFS:FEEH:29:A ,Group Name: WFS:FEEH:29:A ,Summary PV: WFS:FEEH:29:A:STATSUMY ,"
,,WFS:PZ13:29:CH_FS_FLT_A,,false,0,,WFS:PZ13:29:CH_FS_FLT_AFP,
,,WFS:PZ13:29:CH_OK_A,,false,0,,WFS:PZ13:29:CH_OK_AFP,
,,WFS:PZ13:29:CH_BYPASS_A,,false,0,,WFS:PZ13:29:CH_BYPASS_AFP,
,,WFS:PZ13:29:CH_OK_LTCH_A,,false,0,,WFS:PZ13:29:CH_OK_LTCH_AFP,
4,BCS:FEEH:VAC,,,,,,,"NEH BCS VAC ,Group Name: BCS:FEEH:VAC ,Summary PV:  BCS:FEEH:VAC:STATSUMY ,"
5,VAC:FEEH:5:A,,,,,,,"BCS PLC (VAC) 5 Chain A ,Group Name: VAC:FEEH:5:A ,Summary PV: VAC:FEEH:5:A:STATSUMY ,"
,,VAC:PZ13:5:CH_BYPASS_A,,false,0,,VAC:PZ13:5:CH_BYPASS_AFP,
,,VAC:PZ13:5:CH_OK_LTCH_A,,false,0,,VAC:PZ13:5:CH_OK_LTCH_AFP,
5,VAC:FEEH:5:B,,,,,,,"BCS PLC (VAC) 5 Chain B ,Group Name: VAC:FEEH:5:B ,Summary PV: VAC:FEEH:5:B:STATSUMY ,"
,,VAC:PZ13:5:CH_BYPASS_B,,false,0,,VAC:PZ13:5:CH_BYPASS_BFP,
,,VAC:PZ13:5:CH_OK_LTCH_B,,false,0,,VAC:PZ13:5:CH_OK_LTCH_BFP,
5,VAC:FEEH:6:A,,,,,,,"BCS PLC (VAC) 6 Chain A ,Group Name: VAC:FEEH:6:A ,Summary PV: VAC:FEEH:6:A:STATSUMY ,"
,,VAC:PZ13:6:CH_BYPASS_A,,false,0,,VAC:PZ13:6:CH_BYPASS_AFP,
,,VAC:PZ13:6:CH_OK_LTCH_A,,false,0,,VAC:PZ13:6:CH_OK_LTCH_AFP,
5,VAC:FEEH:6:B,,,,,,,"BCS PLC (VAC) 6 Chain B ,Group Name: VAC:FEEH:6:B ,Summary PV: VAC:FEEH:6:B:STATSUMY ,"
,,VAC:PZ13:6:CH_BYPASS_B,,false,0,,VAC:PZ13:6:CH_BYPASS_BFP,
,,VAC:PZ13:6:CH_OK_LTCH_B,,false,0,,VAC:PZ13:6:CH_OK_LTCH_BFP,
3,BCS:LTUS:1,,,,,,,"ltu1 BCS ,Group Name: BCS:LTUS:1 ,Summary PV:  BCS:LTUS:1:STATSUMY ,"
4,BCS:LTU0:BC01,,,,,,,"LTU beam containment system ,Group Name: BCS:LTU0:BC01 ,Summary PV:  BCS:LTU0:BC01:STATSUMY ,"
5,BCS:MCC0:1:911,,,,,,,"BCS:MCC0:1:911 device ,Group Name: BCS:MCC0:1:911 ,Summary PV:  BCS:MCC0:1:911:STATSUMY ,"
,,BCS:MCC0:1:911_SUM1,,false,0,,BCS:MCC0:1:911_SUM1FP,
,,BCS:MCC0:1:911_SUM2,,false,0,,BCS:MCC0:1:911_SUM2FP,
5,BCS:MCC0:1:913,,,,,,,"BCS:MCC0:1:913 device ,Group Name: BCS:MCC0:1:913 ,Summary PV:  BCS:MCC0:1:913:STATSUMY ,"
,,BCS:MCC0:1:913_SUM1,,false,0,,BCS:MCC0:1:913_SUM1FP,
,,BCS:MCC0:1:913_SUM2,,false,0,,BCS:MCC0:1:913_SUM2FP,
5,BCS:LTU0:1111:911,,,,,,,"BCS:LTU0:1111:911 group ,Group Name: BCS:LTU0:1111:911 ,Summary PV:  BCS:LTU0:1111:911:STATSUMY ,"
,,BCS:LTU0:1111:911_PICSUM1,,false,0,,BCS:LTU0:1111:911_PICSUM1FP,
,,BCS:LTU0:1111:911_PICSUM2,,false,0,,BCS:LTU0:1111:911_PICSUM2FP,
,,BCS:LTU0:1111:911_PICSUM3,,false,0,,BCS:LTU0:1111:911_PICSUM3FP,
,,BCS:LTU0:1111:911_PICSUM4,,false,0,,BCS:LTU0:1111:911_PICSUM4FP,
,,BCS:LTU0:1111:BTHWSUM1,,false,0,,BCS:LTU0:1111:BTHWSUM1FP,
,,BCS:LTU0:1111:BTHWSUM2,,false,0,,BCS:LTU0:1111:BTHWSUM2FP,
,,BCS:LTU0:1111:911_DTCSUM1,,false,0,,BCS:LTU0:1111:911_DTCSUM1FP,
,,BCS:LTU0:1111:911_DTCSUM2,,false,0,,BCS:LTU0:1111:911_DTCSUM2FP,
,,DSC:LTU0:1:ILK1,,false,0,,DSC:LTU0:1:ILK1FP,
,,DSC:LTU0:1:ILK2,,false,0,,DSC:LTU0:1:ILK2FP,
5,BCS:LTU0:1111:913,,,,,,,"BCS:LTU0:B913 group ,Group Name: BCS:LTU0:1111:913 ,Summary PV:  BCS:LTU0:1111:913:STATSUMY ,"
,,BCS:LTU0:1111:913_PICSUM1,,false,0,,BCS:LTU0:1111:913_PICSUM1FP,
,,BCS:LTU0:1111:913_PICSUM2,,false,0,,BCS:LTU0:1111:913_PICSUM2FP,
,,BCS:LTU0:1111:LIONGAS_PS1,,false,0,,BCS:LTU0:1111:LIONGAS_PS1FP,
,,BCS:LTU0:1111:LIONGAS_PS2,,false,0,,BCS:LTU0:1111:LIONGAS_PS2FP,
,,BCS:LTU0:1111:PICGAS_PS1,,false,0,,BCS:LTU0:1111:PICGAS_PS1FP,
,,BCS:LTU0:1111:PICGAS_PS2,,false,0,,BCS:LTU0:1111:PICGAS_PS2FP,
4,LION:LTU0:BC01,,,,,,,"LTU0 LION ,Group Name: LION:LTU0:BC01 ,Summary PV:  LION:LTU0:BC01:STATSUMY ,"
5,LION:LTU0:404,,,,,,,
,,LION:LTU0:404:BCSSTATESUM,,false,0,,LION:LTU0:404:BCSSTATESUMFP,
,,LION:LTU0:404:VACT,,false,0,,LION:LTU0:404:VACTFP,
5,LION:LTU0:405,,,,,,,
,,LION:LTU0:405:BCSSTATESUM,,false,0,,LION:LTU0:405:BCSSTATESUMFP,
,,LION:LTU0:405:VACT,,false,0,,LION:LTU0:405:VACTFP,
5,LION:LTU0:504,,,,,,,
,,LION:LTU0:504:BCSSTATESUM,,false,0,,LION:LTU0:504:BCSSTATESUMFP,
,,LION:LTU0:504:VACT,,false,0,,LION:LTU0:504:VACTFP,
5,LION:LTU0:505,,,,,,,
,,LION:LTU0:505:BCSSTATESUM,,false,0,,LION:LTU0:505:BCSSTATESUMFP,
,,LION:LTU0:505:VACT,,false,0,,LION:LTU0:505:VACTFP,
5,LION:LTU0:584,,,,,,,
,,LION:LTU0:584:BCSSTATESUM,,false,0,,LION:LTU0:584:BCSSTATESUMFP,
,,LION:LTU0:584:VACT,,false,0,,LION:LTU0:584:VACTFP,
5,LION:LTU0:585,,,,,,,
,,LION:LTU0:585:BCSSTATESUM,,false,0,,LION:LTU0:585:BCSSTATESUMFP,
,,LION:LTU0:585:VACT,,false,0,,LION:LTU0:585:VACTFP,
5,LION:LTU0:716,,,,,,,
,,LION:LTU0:716:BCSSTATESUM,,false,0,,LION:LTU0:716:BCSSTATESUMFP,
,,LION:LTU0:716:VACT,,false,0,,LION:LTU0:716:VACTFP,
5,LION:LTU0:717,,,,,,,
,,LION:LTU0:717:BCSSTATESUM,,false,0,,LION:LTU0:717:BCSSTATESUMFP,
,,LION:LTU0:717:VACT,,false,0,,LION:LTU0:717:VACTFP,
5,LION:LTU0:732,,,,,,,
,,LION:LTU0:732:BCSSTATESUM,,false,0,,LION:LTU0:732:BCSSTATESUMFP,
,,LION:LTU0:732:VACT,,false,0,,LION:LTU0:732:VACTFP,
5,LION:LTU0:733,,,,,,,
,,LION:LTU0:733:BCSSTATESUM,,false,0,,LION:LTU0:733:BCSSTATESUMFP,
,,LION:LTU0:733:VACT,,false,0,,LION:LTU0:733:VACTFP,
5,LION:LTU0:752,,,,,,,
,,LION:LTU0:752:BCSSTATESUM,,false,0,,LION:LTU0:752:BCSSTATESUMFP,
,,LION:LTU0:752:VACT,,false,0,,LION:LTU0:752:VACTFP,
5,LION:LTU0:753,,,,,,,
,,LION:LTU0:753:BCSSTATESUM,,false,0,,LION:LTU0:753:BCSSTATESUMFP,
,,LION:LTU0:753:VACT,,false,0,,LION:LTU0:753:VACTFP,
5,LION:LTU0:765,,,,,,,
,,LION:LTU0:765:BCSSTATESUM,,false,0,,LION:LTU0:765:BCSSTATESUMFP,
,,LION:LTU0:765:VACT,,false,0,,LION:LTU0:765:VACTFP,
5,LION:LTU0:766,,,,,,,
,,LION:LTU0:766:BCSSTATESUM,,false,0,,LION:LTU0:766:BCSSTATESUMFP,
