#Indent,Branch,PV,Description,Latch,Delay,Count,Filter,Guidance
0,LCLS,,,,,,,
1,BCS,,,,,,,
,,LBLM:L2B:0400:EXCEEDS_THLD_B,,false,0,,LBLM:L2B:0400:EXCEEDS_THLD_BFP,
,,LBLM:L2B:0400:RDBK_OK_LTCH_A,,false,0,,LBLM:L2B:0400:RDBK_OK_LTCH_AFP,
,,LBLM:L2B:0400:RDBK_OK_LTCH_B,,false,0,,LBLM:L2B:0400:RDBK_OK_LTCH_BFP,
,,LBLM:L2B:1587:EXCEEDS_THLD_A,,false,0,,LBLM:L2B:1587:EXCEEDS_THLD_AFP,
,,LBLM:L2B:1587:EXCEEDS_THLD_B,,false,0,,LBLM:L2B:1587:EXCEEDS_THLD_BFP,
,,LBLM:L2B:1587:RDBK_OK_LTCH_A,,false,0,,LBLM:L2B:1587:RDBK_OK_LTCH_AFP,
,,LBLM:L2B:1587:RDBK_OK_LTCH_B,,false,0,,LBLM:L2B:1587:RDBK_OK_LTCH_BFP,
,,LBLM:L3B:1600:EXCEEDS_THLD_A,,false,0,,LBLM:L3B:1600:EXCEEDS_THLD_AFP,
,,LBLM:L3B:1600:EXCEEDS_THLD_B,,false,0,,LBLM:L3B:1600:EXCEEDS_THLD_BFP,
,,LBLM:L3B:1600:RDBK_OK_LTCH_A,,false,0,,LBLM:L3B:1600:RDBK_OK_LTCH_AFP,
,,LBLM:L3B:1600:RDBK_OK_LTCH_B,,false,0,,LBLM:L3B:1600:RDBK_OK_LTCH_BFP,
,,LBLM:L3B:2600:EXCEEDS_THLD_A,,false,0,,LBLM:L3B:2600:EXCEEDS_THLD_AFP,
,,LBLM:L3B:2600:EXCEEDS_THLD_B,,false,0,,LBLM:L3B:2600:EXCEEDS_THLD_BFP,
,,LBLM:L3B:2600:RDBK_OK_LTCH_A,,false,0,,LBLM:L3B:2600:RDBK_OK_LTCH_AFP,
,,LBLM:L3B:2600:RDBK_OK_LTCH_B,,false,0,,LBLM:L3B:2600:RDBK_OK_LTCH_BFP,
,,LBLM:L3B:3578:EXCEEDS_THLD_A,,false,0,,LBLM:L3B:3578:EXCEEDS_THLD_AFP,
,,LBLM:L3B:3578:RDBK_OK_LTCH_A,,false,0,,LBLM:L3B:3578:RDBK_OK_LTCH_AFP,
,,LBLM:SPS:443:EXCEEDS_THLD_A,,false,0,,LBLM:SPS:443:EXCEEDS_THLD_AFP,
,,LBLM:SPS:443:RDBK_OK_LTCH_A,,false,0,,LBLM:SPS:443:RDBK_OK_LTCH_AFP,
,,LBLM:SPS:870:EXCEEDS_THLD_B,,false,0,,LBLM:SPS:870:EXCEEDS_THLD_BFP,
,,LBLM:SPS:870:RDBK_OK_LTCH_B,,false,0,,LBLM:SPS:870:RDBK_OK_LTCH_BFP,
,,PBLM:BSY0:483:EXCEEDS_THLD_A,,false,0,,PBLM:BSY0:483:EXCEEDS_THLD_AFP,
,,PBLM:BSY0:483:RDBK_OK_LTCH_A,,false,0,,PBLM:BSY0:483:RDBK_OK_LTCH_AFP,
,,PBLM:BSY0:515:EXCEEDS_THLD_A,,false,0,,PBLM:BSY0:515:EXCEEDS_THLD_AFP,
,,PBLM:BSY0:515:RDBK_OK_LTCH_A,,false,0,,PBLM:BSY0:515:RDBK_OK_LTCH_AFP,
,,PBLM:BSY0:714:EXCEEDS_THLD_A,,false,0,,PBLM:BSY0:714:EXCEEDS_THLD_AFP,
,,PBLM:BSY0:714:RDBK_OK_LTCH_A,,false,0,,PBLM:BSY0:714:RDBK_OK_LTCH_AFP,
,,PBLM:BSY0:800:EXCEEDS_THLD_A,,false,0,,PBLM:BSY0:800:EXCEEDS_THLD_AFP,
,,PBLM:BSY0:800:RDBK_OK_LTCH_A,,false,0,,PBLM:BSY0:800:RDBK_OK_LTCH_AFP,
,,PBLM:BSY0:847:EXCEEDS_THLD_A,,false,0,,PBLM:BSY0:847:EXCEEDS_THLD_AFP,
,,PBLM:BSY0:847:RDBK_OK_LTCH_A,,false,0,,PBLM:BSY0:847:RDBK_OK_LTCH_AFP,
,,PBLM:BSY0:854:EXCEEDS_THLD_A,,false,0,,PBLM:BSY0:854:EXCEEDS_THLD_AFP,
,,PBLM:BSY0:854:RDBK_OK_LTCH_A,,false,0,,PBLM:BSY0:854:RDBK_OK_LTCH_AFP,
,,PBLM:BSY0:860:EXCEEDS_THLD_A,,false,0,,PBLM:BSY0:860:EXCEEDS_THLD_AFP,
,,PBLM:BSY0:860:RDBK_OK_LTCH_A,,false,0,,PBLM:BSY0:860:RDBK_OK_LTCH_AFP,
,,PBLM:BSY0:880:EXCEEDS_THLD_A,,false,0,,PBLM:BSY0:880:EXCEEDS_THLD_AFP,
,,PBLM:BSY0:880:RDBK_OK_LTCH_A,,false,0,,PBLM:BSY0:880:RDBK_OK_LTCH_AFP,
,,PBLM:BSY0:894:EXCEEDS_THLD_A,,false,0,,PBLM:BSY0:894:EXCEEDS_THLD_AFP,
,,PBLM:BSY0:894:RDBK_OK_LTCH_A,,false,0,,PBLM:BSY0:894:RDBK_OK_LTCH_AFP,
,,PBLM:BSY0:905:EXCEEDS_THLD_A,,false,0,,PBLM:BSY0:905:EXCEEDS_THLD_AFP,
,,PBLM:BSY0:905:RDBK_OK_LTCH_A,,false,0,,PBLM:BSY0:905:RDBK_OK_LTCH_AFP,
,,PBLM:BSY0:909:EXCEEDS_THLD_A,,false,0,,PBLM:BSY0:909:EXCEEDS_THLD_AFP,
,,PBLM:BSY0:909:RDBK_OK_LTCH_A,,false,0,,PBLM:BSY0:909:RDBK_OK_LTCH_AFP,
5,BCS:GLOBALSC:OPS:SLOW_FAULTS2,,,,,,,"SLOW FAULTS ,Group Name: BCS:GLOBALSC:OPS:SLOW_FAULTS2 ,Summary PV: BCS:GLOBALSC:OPS:SLOW_FAULTS2:STATSUMY ,"
,,PMT:PZ20:1:LBLM_RDBK_OK_LTCH_A,,false,0,,PMT:PZ20:1:LBLM_RDBK_OK_LTCH_AFP,
,,PMT:PZ20:1:LBLM_RDBK_OK_LTCH_B,,false,0,,PMT:PZ20:1:LBLM_RDBK_OK_LTCH_BFP,
,,LBLM:LTUH:433:EXCEEDS_THLD_A,,false,0,,LBLM:LTUH:433:EXCEEDS_THLD_AFP,
,,LBLM:LTUH:433:EXCEEDS_THLD_B,,false,0,,LBLM:LTUH:433:EXCEEDS_THLD_BFP,
,,LBLM:LTUH:433:RDBK_OK_LTCH_A,,false,0,,LBLM:LTUH:433:RDBK_OK_LTCH_AFP,
,,LBLM:LTUH:433:RDBK_OK_LTCH_B,,false,0,,LBLM:LTUH:433:RDBK_OK_LTCH_BFP,
,,LBLM:LTUH:738:EXCEEDS_THLD_A,,false,0,,LBLM:LTUH:738:EXCEEDS_THLD_AFP,
,,LBLM:LTUH:738:EXCEEDS_THLD_B,,false,0,,LBLM:LTUH:738:EXCEEDS_THLD_BFP,
,,LBLM:LTUH:738:RDBK_OK_LTCH_A,,false,0,,LBLM:LTUH:738:RDBK_OK_LTCH_AFP,
,,LBLM:LTUH:738:RDBK_OK_LTCH_B,,false,0,,LBLM:LTUH:738:RDBK_OK_LTCH_BFP,
,,LBLM:LTUH:846:EXCEEDS_THLD_A,,false,0,,LBLM:LTUH:846:EXCEEDS_THLD_AFP,
,,LBLM:LTUH:846:RDBK_OK_LTCH_A,,false,0,,LBLM:LTUH:846:RDBK_OK_LTCH_AFP,
,,LBLM:LTUS:433:EXCEEDS_THLD_A,,false,0,,LBLM:LTUS:433:EXCEEDS_THLD_AFP,
,,LBLM:LTUS:433:EXCEEDS_THLD_B,,false,0,,LBLM:LTUS:433:EXCEEDS_THLD_BFP,
,,LBLM:LTUS:433:RDBK_OK_LTCH_A,,false,0,,LBLM:LTUS:433:RDBK_OK_LTCH_AFP,
,,LBLM:LTUS:433:RDBK_OK_LTCH_B,,false,0,,LBLM:LTUS:433:RDBK_OK_LTCH_BFP,
,,LBLM:LTUS:738:EXCEEDS_THLD_A,,false,0,,LBLM:LTUS:738:EXCEEDS_THLD_AFP,
,,LBLM:LTUS:738:EXCEEDS_THLD_B,,false,0,,LBLM:LTUS:738:EXCEEDS_THLD_BFP,
,,LBLM:LTUS:738:RDBK_OK_LTCH_A,,false,0,,LBLM:LTUS:738:RDBK_OK_LTCH_AFP,
,,LBLM:LTUS:738:RDBK_OK_LTCH_B,,false,0,,LBLM:LTUS:738:RDBK_OK_LTCH_BFP,
,,LBLM:LTUS:846:EXCEEDS_THLD_A,,false,0,,LBLM:LTUS:846:EXCEEDS_THLD_AFP,
,,LBLM:LTUS:846:RDBK_OK_LTCH_A,,false,0,,LBLM:LTUS:846:RDBK_OK_LTCH_AFP,
,,LBLM:UNDH:4050:EXCEEDS_THLD_A,,false,0,,LBLM:UNDH:4050:EXCEEDS_THLD_AFP,
,,LBLM:UNDH:4050:RDBK_OK_LTCH_A,,false,0,,LBLM:UNDH:4050:RDBK_OK_LTCH_AFP,
,,LBLM:UNDH:4750:EXCEEDS_THLD_A,,false,0,,LBLM:UNDH:4750:EXCEEDS_THLD_AFP,
,,LBLM:UNDH:4750:EXCEEDS_THLD_B,,false,0,,LBLM:UNDH:4750:EXCEEDS_THLD_BFP,
,,LBLM:UNDH:4750:RDBK_OK_LTCH_A,,false,0,,LBLM:UNDH:4750:RDBK_OK_LTCH_AFP,
,,LBLM:UNDH:4750:RDBK_OK_LTCH_B,,false,0,,LBLM:UNDH:4750:RDBK_OK_LTCH_BFP,
,,LBLM:UNDS:4050:EXCEEDS_THLD_A,,false,0,,LBLM:UNDS:4050:EXCEEDS_THLD_AFP,
,,LBLM:UNDS:4050:RDBK_OK_LTCH_A,,false,0,,LBLM:UNDS:4050:RDBK_OK_LTCH_AFP,
,,LBLM:UNDS:4650:EXCEEDS_THLD_A,,false,0,,LBLM:UNDS:4650:EXCEEDS_THLD_AFP,
,,LBLM:UNDS:4650:EXCEEDS_THLD_B,,false,0,,LBLM:UNDS:4650:EXCEEDS_THLD_BFP,
,,LBLM:UNDS:4650:RDBK_OK_LTCH_A,,false,0,,LBLM:UNDS:4650:RDBK_OK_LTCH_AFP,
,,LBLM:UNDS:4650:RDBK_OK_LTCH_B,,false,0,,LBLM:UNDS:4650:RDBK_OK_LTCH_BFP,
,,PBLM:DMP0:396:EXCEEDS_THLD_A,,false,0,,PBLM:DMP0:396:EXCEEDS_THLD_AFP,
,,PBLM:DMP0:396:RDBK_OK_LTCH_A,,false,0,,PBLM:DMP0:396:RDBK_OK_LTCH_AFP,
,,PBLM:DMP0:422:EXCEEDS_THLD_A,,false,0,,PBLM:DMP0:422:EXCEEDS_THLD_AFP,
,,PBLM:DMP0:422:RDBK_OK_LTCH_A,,false,0,,PBLM:DMP0:422:RDBK_OK_LTCH_AFP,
,,PBLM:DMPH:354:EXCEEDS_THLD_A,,false,0,,PBLM:DMPH:354:EXCEEDS_THLD_AFP,
,,PBLM:DMPH:354:RDBK_OK_LTCH_A,,false,0,,PBLM:DMPH:354:RDBK_OK_LTCH_AFP,
,,PBLM:DMPH:559:EXCEEDS_THLD_A,,false,0,,PBLM:DMPH:559:EXCEEDS_THLD_AFP,
,,PBLM:DMPH:559:RDBK_OK_LTCH_A,,false,0,,PBLM:DMPH:559:RDBK_OK_LTCH_AFP,
,,PBLM:DMPH:698:EXCEEDS_THLD_A,,false,0,,PBLM:DMPH:698:EXCEEDS_THLD_AFP,
,,PBLM:DMPH:698:RDBK_OK_LTCH_A,,false,0,,PBLM:DMPH:698:RDBK_OK_LTCH_AFP,
,,PBLM:DMPS:559:EXCEEDS_THLD_A,,false,0,,PBLM:DMPS:559:EXCEEDS_THLD_AFP,
,,PBLM:DMPS:559:RDBK_OK_LTCH_A,,false,0,,PBLM:DMPS:559:RDBK_OK_LTCH_AFP,
,,PBLM:DMPS:605:EXCEEDS_THLD_A,,false,0,,PBLM:DMPS:605:EXCEEDS_THLD_AFP,
,,PBLM:DMPS:605:RDBK_OK_LTCH_A,,false,0,,PBLM:DMPS:605:RDBK_OK_LTCH_AFP,
,,PBLM:DMPS:698:EXCEEDS_THLD_A,,false,0,,PBLM:DMPS:698:EXCEEDS_THLD_AFP,
,,PBLM:DMPS:698:RDBK_OK_LTCH_A,,false,0,,PBLM:DMPS:698:RDBK_OK_LTCH_AFP,
,,PBLM:LTU0:168:EXCEEDS_THLD_A,,false,0,,PBLM:LTU0:168:EXCEEDS_THLD_AFP,
,,PBLM:LTU0:168:RDBK_OK_LTCH_A,,false,0,,PBLM:LTU0:168:RDBK_OK_LTCH_AFP,
,,PBLM:LTU0:226:EXCEEDS_THLD_A,,false,0,,PBLM:LTU0:226:EXCEEDS_THLD_AFP,
,,PBLM:LTU0:226:RDBK_OK_LTCH_A,,false,0,,PBLM:LTU0:226:RDBK_OK_LTCH_AFP,
,,PBLM:LTU0:280:EXCEEDS_THLD_A,,false,0,,PBLM:LTU0:280:EXCEEDS_THLD_AFP,
,,PBLM:LTU0:280:RDBK_OK_LTCH_A,,false,0,,PBLM:LTU0:280:RDBK_OK_LTCH_AFP,
,,PBLM:LTU0:340:EXCEEDS_THLD_A,,false,0,,PBLM:LTU0:340:EXCEEDS_THLD_AFP,
,,PBLM:LTU0:340:RDBK_OK_LTCH_A,,false,0,,PBLM:LTU0:340:RDBK_OK_LTCH_AFP,
,,PBLM:LTU0:371:EXCEEDS_THLD_A,,false,0,,PBLM:LTU0:371:EXCEEDS_THLD_AFP,
,,PBLM:LTU0:371:RDBK_OK_LTCH_A,,false,0,,PBLM:LTU0:371:RDBK_OK_LTCH_AFP,
,,PBLM:LTU0:447:EXCEEDS_THLD_A,,false,0,,PBLM:LTU0:447:EXCEEDS_THLD_AFP,
,,PBLM:LTU0:447:RDBK_OK_LTCH_A,,false,0,,PBLM:LTU0:447:RDBK_OK_LTCH_AFP,
,,PBLM:LTU0:491:EXCEEDS_THLD_A,,false,0,,PBLM:LTU0:491:EXCEEDS_THLD_AFP,
,,PBLM:LTU0:491:RDBK_OK_LTCH_A,,false,0,,PBLM:LTU0:491:RDBK_OK_LTCH_AFP,
,,PBLM:LTU0:557:EXCEEDS_THLD_A,,false,0,,PBLM:LTU0:557:EXCEEDS_THLD_AFP,
,,PBLM:LTU0:557:RDBK_OK_LTCH_A,,false,0,,PBLM:LTU0:557:RDBK_OK_LTCH_AFP,
,,PBLM:LTU0:618:EXCEEDS_THLD_A,,false,0,,PBLM:LTU0:618:EXCEEDS_THLD_AFP,
,,PBLM:LTU0:618:RDBK_OK_LTCH_A,,false,0,,PBLM:LTU0:618:RDBK_OK_LTCH_AFP,
,,PBLM:LTU0:717:EXCEEDS_THLD_A,,false,0,,PBLM:LTU0:717:EXCEEDS_THLD_AFP,
,,PBLM:LTU0:717:RDBK_OK_LTCH_A,,false,0,,PBLM:LTU0:717:RDBK_OK_LTCH_AFP,
,,PBLM:LTU0:728:EXCEEDS_THLD_A,,false,0,,PBLM:LTU0:728:EXCEEDS_THLD_AFP,
,,PBLM:LTU0:728:RDBK_OK_LTCH_A,,false,0,,PBLM:LTU0:728:RDBK_OK_LTCH_AFP,
5,BCS:GLOBALSC:OPS:RADM,,,,,,,"VAC GAUGES ,Group Name: BCS:GLOBALSC:OPS:RADM ,Summary PV: BCS:GLOBALSC:OPS:RADM:STATSUMY ,"
,,RADM:FEEH:100:CH_OK_LTCH_A,,false,0,,RADM:FEEH:100:CH_OK_LTCH_AFP,
,,RADM:FEEH:100:CH_OK_LTCH_B,,false,0,,RADM:FEEH:100:CH_OK_LTCH_BFP,
,,RADM:FEES:90:CH_OK_LTCH_A,,false,0,,RADM:FEES:90:CH_OK_LTCH_AFP,
,,RADM:FEES:90:CH_OK_LTCH_B,,false,0,,RADM:FEES:90:CH_OK_LTCH_BFP,
,,RADM:FEES:100:CH_OK_LTCH_A,,false,0,,RADM:FEES:100:CH_OK_LTCH_AFP,
,,RADM:FEES:100:CH_OK_LTCH_B,,false,0,,RADM:FEES:100:CH_OK_LTCH_BFP,
5,BCS:GLOBALSC:OPS:VAC_GAUGES,,,,,,,"VAC GAUGES ,Group Name: BCS:GLOBALSC:OPS:VAC_GAUGES ,Summary PV: BCS:GLOBALSC:OPS:VAC_GAUGES:STATSUMY ,"
,,VAC:PZ13:1:CH_OK_LTCH_A,,false,0,,VAC:PZ13:1:CH_OK_LTCH_AFP,
,,VAC:PZ13:1:CH_OK_LTCH_B,,false,0,,VAC:PZ13:1:CH_OK_LTCH_BFP,
,,VAC:PZ13:3:CH_OK_LTCH_B,,false,0,,VAC:PZ13:3:CH_OK_LTCH_BFP,
,,VAC:PZ13:4:CH_OK_LTCH_A,,false,0,,VAC:PZ13:4:CH_OK_LTCH_AFP,
,,VAC:PZ13:4:CH_OK_LTCH_B,,false,0,,VAC:PZ13:4:CH_OK_LTCH_BFP,
,,VAC:PZ13:5:CH_OK_LTCH_A,,false,0,,VAC:PZ13:5:CH_OK_LTCH_AFP,
,,VAC:PZ13:5:CH_OK_LTCH_B,,false,0,,VAC:PZ13:5:CH_OK_LTCH_BFP,
,,VAC:PZ13:6:CH_OK_LTCH_A,,false,0,,VAC:PZ13:6:CH_OK_LTCH_AFP,
,,VAC:PZ13:6:CH_OK_LTCH_B,,false,0,,VAC:PZ13:6:CH_OK_LTCH_BFP,
,,VAC:PZ13:7:CH_OK_LTCH_A,,false,0,,VAC:PZ13:7:CH_OK_LTCH_AFP,
,,VAC:PZ13:7:CH_OK_LTCH_B,,false,0,,VAC:PZ13:7:CH_OK_LTCH_BFP,
,,VAC:PZ15:2:CH_OK_LTCH_B,,false,0,,VAC:PZ15:2:CH_OK_LTCH_BFP,
5,BCS:GLOBALSC:OPS:PHOTON_BTM,,,,,,,"PHOTON BTM ,Group Name: BCS:GLOBALSC:OPS:PHOTON_BTM ,Summary PV: BCS:GLOBALSC:OPS:PHOTON_BTM:STATSUMY ,"
,,BTM:FEES:089:A:DSP_SP,,false,0,,BTM:FEES:089:A:DSP_SPFP,
,,BTM:FEES:089:A:FLT_LATCH,,false,0,,BTM:FEES:089:A:FLT_LATCHFP,
,,BTM:FEES:089:A:FLT_LIVE,,false,0,,BTM:FEES:089:A:FLT_LIVEFP,
,,BTM:FEES:089:A:FP_BP_SW,,false,0,,BTM:FEES:089:A:FP_BP_SWFP,
,,BTM:FEES:089:A:OP_AMP_GAIN,,false,0,,BTM:FEES:089:A:OP_AMP_GAINFP,
,,BTM:FEES:089:A:SELF_CHECK,,false,0,,BTM:FEES:089:A:SELF_CHECKFP,
,,BTM:FEES:089:B:DSP_SP,,false,0,,BTM:FEES:089:B:DSP_SPFP,
,,BTM:FEES:089:B:FLT_LATCH,,false,0,,BTM:FEES:089:B:FLT_LATCHFP,
,,BTM:FEES:089:B:FLT_LIVE,,false,0,,BTM:FEES:089:B:FLT_LIVEFP,
,,BTM:FEES:089:B:FP_BP_SW,,false,0,,BTM:FEES:089:B:FP_BP_SWFP,
,,BTM:FEES:089:B:OP_AMP_GAIN,,false,0,,BTM:FEES:089:B:OP_AMP_GAINFP,
,,BTM:FEES:089:B:SELF_CHECK,,false,0,,BTM:FEES:089:B:SELF_CHECKFP,
,,BTM:PZ13:1:CH_BYPASS_PA_TO_HM_A,,false,0,,BTM:PZ13:1:CH_BYPASS_PA_TO_HM_AFP,
,,BTM:PZ13:1:CH_BYPASS_PA_TO_HM_B,,false,0,,BTM:PZ13:1:CH_BYPASS_PA_TO_HM_BFP,
5,BCS:GLOBALSC:OPS:LSS,,,,,,,"BCS LSS ,Group Name: BCS:GLOBALSC:OPS:LSS ,Summary PV: BCS:GLOBALSC:OPS:LSS:STATSUMY ,"
,,BCS:PZ21:GILK:LSS1_IN_A,,false,0,,BCS:PZ21:GILK:LSS1_IN_AFP,
,,BCS:PZ21:GILK:LSS1_IN_B,,false,0,,BCS:PZ21:GILK:LSS1_IN_BFP,
,,BCS:PZ21:GILK:LSS2_IN_A,,false,0,,BCS:PZ21:GILK:LSS2_IN_AFP,
,,BCS:PZ21:GILK:LSS2_IN_B,,false,0,,BCS:PZ21:GILK:LSS2_IN_BFP,
,,SOC:SYS0:BC01:OutPermit3_A,,false,0,,SOC:SYS0:BC01:OutPermit3_AFP,
,,SOC:SYS0:BC01:OutPermit3_B,,false,0,,SOC:SYS0:BC01:OutPermit3_BFP,
,,SOC:SYS0:BC01:OutPermit4_A,,false,0,,SOC:SYS0:BC01:OutPermit4_AFP,
,,SOC:SYS0:BC01:OutPermit4_B,,false,0,,SOC:SYS0:BC01:OutPermit4_BFP,
5,BCS:GLOBALSC:OPS:GAINS_THRESHOLDS_BTH,,,,,,,"BLM Gains and Threshold: SC Beam to BTH ,Group Name: BCS:GLOBALSC:OPS:GAINS_THRESHOLDS_BTH ,Summary PV: BCS:GLOBALSC:OPS:GAINS_THRESHOLDS_BTH:STATSUMY ,"
6,BCS:GLOBALSC:OPS:GAINS_THRESHOLDS_BTH:DSC,,,,,,,"BLM Gains and Threshold: SC Beam to BTH, DSC SUBGROUP ,Group Name: BCS:GLOBALSC:OPS:GAINS_THRESHOLDS_BTH:DSC ,Summary PV: BCS:GLOBALSC:OPS:GAINS_THRESHOLDS_BTH:DSC:STATSUMY ,"
,,DSC:BPN14:BC01:01:Bypassed_A,,false,0,,DSC:BPN14:BC01:01:Bypassed_AFP,
,,DSC:BPN14:BC01:01:Bypassed_B,,false,0,,DSC:BPN14:BC01:01:Bypassed_BFP,
,,DSC:BPN14:BC01:01:PermitCfgCU,,false,0,,DSC:BPN14:BC01:01:PermitCfgCUFP,
,,DSC:BPN14:BC01:01:PermitCfgSC,,false,0,,DSC:BPN14:BC01:01:PermitCfgSCFP,
,,DSC:BPN14:BC01:02:Bypassed_A,,false,0,,DSC:BPN14:BC01:02:Bypassed_AFP,
,,DSC:BPN14:BC01:02:Bypassed_B,,false,0,,DSC:BPN14:BC01:02:Bypassed_BFP,
,,DSC:BPN14:BC01:02:PermitCfgCU,,false,0,,DSC:BPN14:BC01:02:PermitCfgCUFP,
,,DSC:BPN14:BC01:02:PermitCfgSC,,false,0,,DSC:BPN14:BC01:02:PermitCfgSCFP,
,,DSC:BPN14:BC01:03:Bypassed_A,,false,0,,DSC:BPN14:BC01:03:Bypassed_AFP,
,,DSC:BPN14:BC01:03:Bypassed_B,,false,0,,DSC:BPN14:BC01:03:Bypassed_BFP,
,,DSC:BPN14:BC01:03:PermitCfgCU,,false,0,,DSC:BPN14:BC01:03:PermitCfgCUFP,
,,DSC:BPN14:BC01:03:PermitCfgSC,,false,0,,DSC:BPN14:BC01:03:PermitCfgSCFP,
,,DSC:BPN20:BC01:01:Bypassed_A,,false,0,,DSC:BPN20:BC01:01:Bypassed_AFP,
,,DSC:BPN20:BC01:01:Bypassed_B,,false,0,,DSC:BPN20:BC01:01:Bypassed_BFP,
,,DSC:BPN20:BC01:01:PermitCfgCU,,false,0,,DSC:BPN20:BC01:01:PermitCfgCUFP,
,,DSC:BPN20:BC01:01:PermitCfgSC,,false,0,,DSC:BPN20:BC01:01:PermitCfgSCFP,
,,DSC:BPN20:BC01:02:Bypassed_A,,false,0,,DSC:BPN20:BC01:02:Bypassed_AFP,
,,DSC:BPN20:BC01:02:Bypassed_B,,false,0,,DSC:BPN20:BC01:02:Bypassed_BFP,
,,DSC:BPN20:BC01:02:PermitCfgCU,,false,0,,DSC:BPN20:BC01:02:PermitCfgCUFP,
,,DSC:BPN20:BC01:02:PermitCfgSC,,false,0,,DSC:BPN20:BC01:02:PermitCfgSCFP,
,,DSC:BPN20:BC01:03:Bypassed_A,,false,0,,DSC:BPN20:BC01:03:Bypassed_AFP,
,,DSC:BPN20:BC01:03:Bypassed_B,,false,0,,DSC:BPN20:BC01:03:Bypassed_BFP,
,,DSC:BPN20:BC01:03:PermitCfgCU,,false,0,,DSC:BPN20:BC01:03:PermitCfgCUFP,
,,DSC:BPN20:BC01:03:PermitCfgSC,,false,0,,DSC:BPN20:BC01:03:PermitCfgSCFP,
,,DSC:BPN26:BC01:01:Bypassed_A,,false,0,,DSC:BPN26:BC01:01:Bypassed_AFP,
,,DSC:BPN26:BC01:01:Bypassed_B,,false,0,,DSC:BPN26:BC01:01:Bypassed_BFP,
,,DSC:BPN26:BC01:01:PermitCfgCU,,false,0,,DSC:BPN26:BC01:01:PermitCfgCUFP,
,,DSC:BPN26:BC01:01:PermitCfgSC,,false,0,,DSC:BPN26:BC01:01:PermitCfgSCFP,
,,DSC:BPN26:BC01:02:Bypassed_A,,false,0,,DSC:BPN26:BC01:02:Bypassed_AFP,
,,DSC:BPN26:BC01:02:Bypassed_B,,false,0,,DSC:BPN26:BC01:02:Bypassed_BFP,
,,DSC:BPN26:BC01:02:PermitCfgCU,,false,0,,DSC:BPN26:BC01:02:PermitCfgCUFP,
,,DSC:BPN26:BC01:02:PermitCfgSC,,false,0,,DSC:BPN26:BC01:02:PermitCfgSCFP,
,,DSC:BSY0:BC01:01:Bypassed_A,,false,0,,DSC:BSY0:BC01:01:Bypassed_AFP,
,,DSC:BSY0:BC01:01:Bypassed_B,,false,0,,DSC:BSY0:BC01:01:Bypassed_BFP,
,,DSC:BSY0:BC01:01:PermitCfgCU,,false,0,,DSC:BSY0:BC01:01:PermitCfgCUFP,
,,DSC:BSY0:BC01:01:PermitCfgSC,,false,0,,DSC:BSY0:BC01:01:PermitCfgSCFP,
,,DSC:BSY0:BC01:02:Bypassed_A,,false,0,,DSC:BSY0:BC01:02:Bypassed_AFP,
,,DSC:BSY0:BC01:02:Bypassed_B,,false,0,,DSC:BSY0:BC01:02:Bypassed_BFP,
,,DSC:BSY0:BC01:02:PermitCfgCU,,false,0,,DSC:BSY0:BC01:02:PermitCfgCUFP,
,,DSC:BSY0:BC01:02:PermitCfgSC,,false,0,,DSC:BSY0:BC01:02:PermitCfgSCFP,
,,DSC:BSY0:BC01:03:Bypassed_A,,false,0,,DSC:BSY0:BC01:03:Bypassed_AFP,
,,DSC:BSY0:BC01:03:Bypassed_B,,false,0,,DSC:BSY0:BC01:03:Bypassed_BFP,
,,DSC:BSY0:BC01:03:PermitCfgCU,,false,0,,DSC:BSY0:BC01:03:PermitCfgCUFP,
,,DSC:BSY0:BC01:03:PermitCfgSC,,false,0,,DSC:BSY0:BC01:03:PermitCfgSCFP,
,,DSC:BSY0:BC01:05:Bypassed_A,,false,0,,DSC:BSY0:BC01:05:Bypassed_AFP,
,,DSC:BSY0:BC01:05:Bypassed_B,,false,0,,DSC:BSY0:BC01:05:Bypassed_BFP,
,,DSC:BSY0:BC01:05:PermitCfgCU,,false,0,,DSC:BSY0:BC01:05:PermitCfgCUFP,
,,DSC:BSY0:BC01:05:PermitCfgSC,,false,0,,DSC:BSY0:BC01:05:PermitCfgSCFP,
,,DSC:BSY0:BC02:01:Bypassed_A,,false,0,,DSC:BSY0:BC02:01:Bypassed_AFP,
,,DSC:BSY0:BC02:01:Bypassed_B,,false,0,,DSC:BSY0:BC02:01:Bypassed_BFP,
,,DSC:BSY0:BC02:01:PermitCfgCU,,false,0,,DSC:BSY0:BC02:01:PermitCfgCUFP,
,,DSC:BSY0:BC02:01:PermitCfgSC,,false,0,,DSC:BSY0:BC02:01:PermitCfgSCFP,
,,DSC:BSY0:BC02:02:Bypassed_A,,false,0,,DSC:BSY0:BC02:02:Bypassed_AFP,
,,DSC:BSY0:BC02:02:Bypassed_B,,false,0,,DSC:BSY0:BC02:02:Bypassed_BFP,
,,DSC:BSY0:BC02:02:PermitCfgCU,,false,0,,DSC:BSY0:BC02:02:PermitCfgCUFP,
,,DSC:BSY0:BC02:02:PermitCfgSC,,false,0,,DSC:BSY0:BC02:02:PermitCfgSCFP,
,,DSC:BSY0:BC02:03:Bypassed_A,,false,0,,DSC:BSY0:BC02:03:Bypassed_AFP,
